App_Name,Review,Platforms,Link,Age_Rating,Date_Published
Whink,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/whink,12,2015-10-30
Star Wars: Galaxy of Heroes,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/star-wars-galaxy-of-heroes,9,2015-12-04
San Francisco Ballet Nutcracker Interactive Storybook,3,"iPad, Android",https://www.commonsensemedia.org/app-reviews/san-francisco-ballet-nutcracker-interactive-storybook,6,2015-12-04
Sesame Street Alphabet Kitchen,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sesame-street-alphabet-kitchen,4,2015-12-03
BPT - Educational Storybooks for Children (Preschool & Primary),3,"iPad, Android",https://www.commonsensemedia.org/app-reviews/bpt-educational-storybooks-for-children-preschool-primary,5,2015-12-02
The Good Dinosaur: Dino Crossing,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/the-good-dinosaur-dino-crossing,7,2015-11-29
The Good Dinosaur: Storybook Deluxe,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/the-good-dinosaur-storybook-deluxe,7,2015-11-27
Sesame Street Makes Music,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sesame-street-makes-music,3,2016-01-12
The Monsters by Tinybop,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-monsters-by-tinybop,6,2016-01-12
Coda Game - Make your Own Games Coding for Kids Unlimited Creativity,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/coda-game-make-your-own-games-coding-for-kids-unlimited-creativity,6,2016-01-12
OK K.O.! Lakewood Plaza Turbo – An Action-Packed Brawler Beat 'Em Up Game,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/ok-ko-lakewood-plaza-turbo-an-action-packed-brawler-beat-em-up-game,9,2016-02-12
Color Switch,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/color-switch,9,2016-02-12
Exploding Kittens,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/exploding-kittens,10,2016-01-26
Leonardo's Cat,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/leonardos-cat-0,6,2015-11-14
PLAYMessenger: Child Safe Chat,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/playmessenger-child-safe-chat,8,2015-11-14
DragonBox Numbers,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/dragonbox-numbers,4,2015-11-13
Tiggly Story Maker: Build Words and Record Your Own Tales,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire, Nook HD",https://www.commonsensemedia.org/app-reviews/tiggly-story-maker-build-words-and-record-your-own-tales,4,2015-11-13
Osmo Words,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/osmo-words,5,2015-10-28
Path for Dash Robot,4,"iPad, Android",https://www.commonsensemedia.org/app-reviews/path-for-dash-robot,6,2015-10-26
The Earth by Tinybop,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-earth-by-tinybop,6,2015-10-26
Sago Mini Babies,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sago-mini-babies,2,2015-10-23
Go for Dash & Dot Robots,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/go-for-dash-dot-robots,4,2015-10-23
Piano Maestro by JoyTunes,4,iPad,https://www.commonsensemedia.org/app-reviews/piano-maestro-by-joytunes,9,2015-11-27
ustyme,4,"iPhone, iPod Touch, iPad, Mac, Android, Chromebook",https://www.commonsensemedia.org/app-reviews/ustyme,3,2015-11-25
Notify by Facebook - Notifications that matter,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/notify-by-facebook-notifications-that-matter,15,2015-11-23
Shopkins: Welcome to Shopville,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/shopkins-welcome-to-shopville,6,2015-11-21
Descendants,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/descendants,7,2015-11-20
Toca Life: School,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/toca-life-school,4,2015-11-20
King of 20,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/king-of-20,10,2015-10-14
WeChat,3,"iPhone, iPod Touch, iPad, Mac, Android, Windows app",https://www.commonsensemedia.org/app-reviews/wechat,16,2016-01-11
Shimmer and Shine: Enchanted Carpet Ride Game,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/shimmer-and-shine-enchanted-carpet-ride-game,3,2016-01-11
Google Spotlight Stories,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/google-spotlight-stories,11,2016-01-11
Sesame Street,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sesame-street,3,2016-01-11
Yeti - Campus Stories,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/yeti-campus-stories,18,2015-12-21
Bedtime Math,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/bedtime-math,3,2015-11-13
Planes Adventures by BUBL,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/planes-adventures-by-bubl,3,2015-11-13
The Room Three,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-room-three,11,2015-11-12
Daisy Chain,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/daisy-chain,7,2015-11-12
The Everything Machine by Tinybop,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-everything-machine-by-tinybop,7,2015-09-27
Canva,4,"iPhone, iPod Touch, iPad, Android, Chromebook",https://www.commonsensemedia.org/app-reviews/canva,13,2015-10-23
iMuertos,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/imuertos,8,2015-10-22
BeBop Blox,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bebop-blox,3,2015-11-20
YouTube Music,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/youtube-music,14,2015-11-18
Boomerang from Instagram,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/boomerang-from-instagram,14,2015-11-15
Talking Angela,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/talking-angela,13,2015-10-14
Shooty Skies - Endless Arcade Flyer,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/shooty-skies-endless-arcade-flyer,8,2015-10-09
HoPiKo,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/hopiko,10,2015-10-09
Doodle Math: Shapes,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/doodle-math-shapes,3,2015-10-09
Codeable Crafts,4,"iPad, Android",https://www.commonsensemedia.org/app-reviews/codeable-crafts,5,2015-10-09
TMNT Battle Match - Ninja Turtles Matching Game,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tmnt-battle-match-ninja-turtles-matching-game,9,2015-12-18
The Unknown Number: Puzzle Math Arcade Game,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-unknown-number-puzzle-math-arcade-game,9,2015-11-09
Creativas Fashion Design Studio,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/creativas-fashion-design-studio,6,2015-11-09
Xylo for Dash Robot,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/xylo-for-dash-robot,5,2015-11-08
Star Wars - Heroes Path,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/star-wars-heroes-path,7,2015-11-06
The Peanuts Movie Official Storybook App,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-peanuts-movie-official-storybook-app,4,2015-11-06
Literary Analysis Guide,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/literary-analysis-guide,13,2015-11-05
Kylie Jenner Official App,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/kylie-jenner-official-app,15,2015-09-25
MyBackpack - Waterford Learning,3,iPad,https://www.commonsensemedia.org/app-reviews/mybackpack-waterford-learning,4,2015-09-25
Kid Awesome Kindergarten English Premium – Master the First Year of Language Learning!,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/kid-awesome-kindergarten-english-premium-master-the-first-year-of-language-learning,5,2015-09-25
Tiny Builders - Digger Crane and Dumper for Kids!,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/tiny-builders-digger-crane-and-dumper-for-kids,3,2015-09-23
Blockly for Dash & Dot Robots,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/blockly-for-dash-dot-robots,8,2015-10-22
Teachley: Subtractimals,4,iPad,https://www.commonsensemedia.org/app-reviews/teachley-subtractimals,5,2015-10-20
Lifeline 2,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/lifeline-2,13,2015-10-19
I Got This: An Interactive Story,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/i-got-this-an-interactive-story,10,2015-10-19
DNA Play,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/dna-play,5,2015-10-18
Popcornflix Kids,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/popcornflix-kids,5,2015-10-17
Pacca Alpaca - Travel Playtime: fun activities for kids,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pacca-alpaca-travel-playtime-fun-activities-for-kids,4,2015-09-04
Apprentice Architect: Fondation Louis Vuitton,4,iPad,https://www.commonsensemedia.org/app-reviews/apprentice-architect-fondation-louis-vuitton,7,2015-10-09
SnapSchool,1,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/snapschool,13,2015-10-09
Star Darlings,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/star-darlings,8,2015-10-08
PlayKids Talk - Kids-Safe Messenger,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/playkids-talk-kids-safe-messenger,7,2015-10-07
Seedling Comic Studio,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/seedling-comic-studio,7,2015-10-07
PewDiePie: Legend of the Brofist,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/pewdiepie-legend-of-the-brofist,13,2015-10-02
The Martian: Bring Him Home,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-martian-bring-him-home,12,2015-11-04
Circuit Jam,4,Android,https://www.commonsensemedia.org/app-reviews/circuit-jam,10,2015-11-03
Newton for Osmo,3,iPad,https://www.commonsensemedia.org/app-reviews/newton-for-osmo,8,2015-11-03
Word Sundae,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/word-sundae,6,2015-10-30
Wonder for Dash and Dot Robots,5,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/wonder-for-dash-and-dot-robots,9,2015-10-30
Scholly,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/scholly,16,2015-08-14
Keek Social Video Network,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/keek-social-video-network,15,2015-09-21
Ocean Forests,4,iPad,https://www.commonsensemedia.org/app-reviews/ocean-forests,6,2015-09-21
MarginNote,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/marginnote,14,2015-09-18
ReThink - Stop Cyberbullying,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/rethink-stop-cyberbullying,11,2015-09-18
Doodle Math: Numbers,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/doodle-math-numbers,3,2015-10-16
Fishing With Grandpa,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/fishing-with-grandpa,3,2015-10-16
Dora and Friends Back to the Rainforest,2,"iPhone, iPod Touch, iPad, Kindle Fire",https://www.commonsensemedia.org/app-reviews/dora-and-friends-back-to-the-rainforest,4,2015-10-16
iStopMotion for iPad,4,iPad,https://www.commonsensemedia.org/app-reviews/istopmotion-for-ipad,7,2015-10-16
Sketch Nation Create,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sketch-nation-create,10,2015-09-03
MarcoPolo Arctic,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/marcopolo-arctic,4,2015-08-31
Doc McStuffins Pet Vet,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/doc-mcstuffins-pet-vet,4,2015-08-31
Slavery at Monticello: Life and Work at Mulberry Row,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/slavery-at-monticello-life-and-work-at-mulberry-row,12,2015-08-28
Endless Wordplay,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/endless-wordplay,4,2015-08-28
BandBlast - The Music Education Revolution,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bandblast-the-music-education-revolution,9,2015-08-28
The Social Express II,5,iPad,https://www.commonsensemedia.org/app-reviews/the-social-express-ii,8,2015-10-02
Social Stories Creator and Library for Preschool Autism and Special Needs,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/social-stories-creator-and-library-for-preschool-autism-and-special-needs,4,2015-10-02
LOOPIMAL by YATATOY,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/loopimal-by-yatatoy,5,2015-10-02
Smashy Road: Wanted,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/smashy-road-wanted,12,2015-10-02
Dr. Panda's Carnival,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dr-pandas-carnival,4,2015-09-29
NetKids Digital Entertainment Network for Kids,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/netkids-digital-entertainment-network-for-kids,5,2015-08-14
Wonster Words - spelling with ABC and phonics by Puzzingo,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/wonster-words-spelling-with-abc-and-phonics-by-puzzingo,4,2015-08-14
Angry Birds 2,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/angry-birds-2,10,2015-08-13
World of Tanks Blitz,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/world-of-tanks-blitz,13,2015-08-05
Sky Whale,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sky-whale,6,2015-09-16
Star Wars: Uprising,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/star-wars-uprising,13,2015-09-15
Hotel Transylvania 2 Official Storybook App,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/hotel-transylvania-2-official-storybook-app,6,2015-09-14
The Land of Venn - Numeric Storms,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-land-of-venn-numeric-storms,6,2015-09-14
Fiete - A day on a farm,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/fiete-a-day-on-a-farm,3,2015-10-15
Osmo Tangram,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/osmo-tangram,4,2015-10-15
Mathway,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/mathway,13,2015-08-28
Equestria Girls,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/equestria-girls,7,2015-08-28
Shape Gurus,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/shape-gurus,3,2015-08-27
Wizard School!,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/wonderbox-explore-learn-science-geography-music-and-design,7,2015-08-27
My Very Hungry Caterpillar,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/my-very-hungry-caterpillar,2,2015-08-27
Disney Infinity: Toy Box 3.0,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/disney-infinity-toy-box-30,10,2015-09-28
Meet Science: Force and Motion,4,iPad,https://www.commonsensemedia.org/app-reviews/meet-science-force-and-motion,9,2015-09-28
Nibblers - Fruit Match Puzzle,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/nibblers-fruit-match-puzzle,9,2015-09-28
FlummoxVision - Watch Flummox and Friends on your iPad,4,iPad,https://www.commonsensemedia.org/app-reviews/flummoxvision-watch-flummox-and-friends-on-your-ipad,8,2015-07-23
DomiNations,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dominations,14,2015-08-13
Leo's Pad Enrichment Program for Preschoolers,5,iPad,https://www.commonsensemedia.org/app-reviews/leos-pad-enrichment-program-for-preschoolers,4,2015-08-13
Mochu Pop - Language Immersion for Babies and Toddlers,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mochu-pop-language-immersion-for-babies-and-toddlers,2,2015-08-13
Fruit Attacks,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/fruit-attacks,10,2015-08-12
Montessori Early Reading - Phonics & Rhyme games,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/montessori-early-reading-phonics-rhyme-games,4,2015-08-12
Disney Karaoke: Descendants,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/disney-karaoke-descendants,8,2015-08-04
SpongeBob's Game Frenzy,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/spongebobs-game-frenzy,8,2015-08-03
Pizo Egypt,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/pizo-egypt,4,2015-09-11
MIXIMAL,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/miximal,3,2015-09-11
Peppy Pals Farm - Fun EQ for Kids,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/peppy-pals-farm-fun-eq-for-kids,3,2015-09-11
Plum's Creaturizer,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/plums-creaturizer,5,2015-09-09
My Food - Nutrition for Kids,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/my-food-nutrition-for-kids,6,2015-08-25
Clangers - Playtime Planet,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/clangers-playtime-planet,2,2015-08-24
Minnie's Home Makeover,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/minnies-home-makeover,4,2015-08-20
begroupd,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/begroupd,13,2015-08-19
Easy Stop Motion studio: Introduction to animation,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/easy-stop-motion-studio-introduction-to-animation,8,2015-06-29
Marvel Contest of Champions,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/marvel-contest-of-champions,13,2015-07-22
Dubsmash,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dubsmash,15,2015-07-22
Showtime,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/showtime,18,2015-07-21
PAW Patrol Pups to the Rescue,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/paw-patrol-pups-to-the-rescue,3,2015-08-12
Simple Machines by Tinybop,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/simple-machines-by-tinybop,6,2015-08-12
Cars Daredevil Garage,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/cars-daredevil-garage,3,2015-08-10
Understanding Math - Times Tables: Learn to fluently multiply and divide within 100,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/understanding-math-times-tables-learn-to-fluently-multiply-and-divide-within-100,8,2015-08-02
Adventure Time Puzzle Quest - Match 3 RPG Game,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/adventure-time-puzzle-quest-match-3-rpg-game,10,2015-07-31
The Cat in the Hat - Read & Learn - Dr. Seuss,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-cat-in-the-hat-read-learn-dr-seuss,3,2015-07-31
Explore Daniel Tiger's Neighborhood,4,"iPhone, iPod Touch, iPad, Kindle Fire",https://www.commonsensemedia.org/app-reviews/explore-daniel-tigers-neighborhood,3,2015-09-09
Piano Practice with Wolfie,4,iPad,https://www.commonsensemedia.org/app-reviews/piano-practice-with-wolfie,11,2015-09-04
Flare Kids - Safe Entertainment,4,iPad,https://www.commonsensemedia.org/app-reviews/flare-kids-safe-entertainment,4,2015-09-04
Mix+Smash: Marvel Super Hero Mashers,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mixsmash-marvel-super-hero-mashers,10,2015-08-19
Zoombinis,4,"iPad, Mac, Android, Kindle Fire, Windows app",https://www.commonsensemedia.org/app-reviews/zoombinis,8,2015-08-18
Toca Birthday Party,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/toca-birthday-party,3,2015-06-29
Jott Messenger,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/jott-messenger,15,2015-06-11
Fruity Fractions,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/fruity-fractions-0,6,2015-07-20
Shape Arts: Geometry Creations,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/shape-arts-geometry-creations,6,2015-07-19
Endless Spanish,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/endless-spanish,4,2015-07-17
Electric Sums - Lumio Addition & Subtraction (Full Version),4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/electric-sums-lumio-addition-subtraction-full-version,6,2015-07-17
Preschoolers ABC Playground Pro,4,"iPhone, iPod Touch, iPad, Mac, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/preschoolers-abc-playground-pro,4,2015-08-10
Toca Life: City,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/toca-life-city,4,2015-08-10
Palace Pets in Whisker Haven,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/palace-pets-in-whisker-haven,4,2015-08-07
Cartoon Network App,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/cartoon-network-app,10,2015-08-07
Understanding Math - Addition and Subtraction,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/understanding-math-addition-and-subtraction,6,2015-07-31
Star Wars Journeys: Beginnings,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/star-wars-journeys-beginnings,8,2015-07-30
PIXELS Defense,2,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/pixels-defense,12,2015-07-30
Sleep Furiously,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/sleep-furiously,10,2015-07-28
Prune,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/prune,9,2015-08-14
Dear Diary - An Interactive Story About Anna's Secrets,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dear-diary-an-interactive-story-about-annas-secrets,12,2015-08-14
Sprinkle Junior,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sprinkle-junior,4,2015-05-29
MarcoPolo Weather,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/marcopolo-weather,3,2015-06-29
Cooking Fever,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/cooking-fever,10,2015-06-29
Fallout Shelter,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/fallout-shelter,13,2015-06-26
Kids U.S. Atlas - Educational Games Fun Activities and Challenging Puzzle & Quiz to Discover and Learn the Geography of the United States,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/kids-us-atlas-educational-games-fun-activities-and-challenging-puzzle-quiz-to-discover,9,2015-06-26
Criminal Case,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire, Windows app",https://www.commonsensemedia.org/app-reviews/criminal-case,13,2015-06-25
Toca Robot Lab,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/toca-robot-lab,3,2015-06-09
Frozen: Early Science - Cooking and Animal Care by Disney Imagicademy,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/frozen-early-science-cooking-and-animal-care-by-disney-imagicademy,4,2015-06-08
Tiggly Submarine: Explore the Depths of Short Vowels & Phonics,4,"iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/tiggly-submarine-explore-the-depths-of-short-vowels-phonics,4,2015-07-15
Lumio Farm Factor: Multiply and Divide Basics (Full Version),4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/lumio-farm-factor-multiply-and-divide-basics-full-version,6,2015-07-14
Treasure Sums - Lumio Addition and Subtraction (Full Version),4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/treasure-sums-lumio-addition-and-subtraction-full-version,7,2015-07-13
Sago Mini Boats,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/sago-mini-boats,3,2015-07-10
Thomas & Friends Talk to You,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/thomas-friends-talk-to-you,4,2015-08-07
Dino Tales,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/dino-tales,6,2015-08-07
Yahoo Livetext - Video Messenger,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/yahoo-livetext-video-messenger,13,2015-08-06
beme: Share video. Honestly.,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/beme-share-video-honestly,14,2015-08-05
King of Math Junior,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/king-of-math-junior,6,2015-07-28
Fruit Ninja Academy: Math Master,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/fruit-ninja-academy-math-master,5,2015-07-28
Acrobots,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/acrobots,10,2015-07-27
