App_Name,Review,Platforms,Link,Age_Rating,Date_Published
My WonderBooks,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/my-wonderbooks,4,2017-05-26
Marvel Puzzle Quest,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/marvel-puzzle-quest,10,2017-04-07
RollerCoaster Tycoon Touch,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/rollercoaster-tycoon-touch,10,2017-04-05
Transformers: Earth Wars,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/transformers-earth-wars,10,2017-04-05
Club Penguin Island,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/club-penguin-island,9,2017-04-03
Tokaido,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tokaido,10,2017-05-01
Vanido - Your Personal Singing Coach,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/vanido-your-personal-singing-coach,13,2017-05-01
One Globe Kids - Friends Around the World,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/one-globe-kids-friends-around-the-world,6,2017-05-01
Star Wars: Puzzle Droids,5,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/star-wars-puzzle-droids,8,2017-05-01
Injustice 2,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/injustice-2,12,2017-05-17
Amazon Kids+,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/amazon-kids,3,2017-05-17
Uptime - Watch videos together,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/uptime-watch-videos-together,16,2017-03-24
Discord - Chat for Gamers,3,"iPhone, iPod Touch, iPad, Mac, Android, Windows app",https://www.commonsensemedia.org/app-reviews/discord-chat-for-gamers,13,2017-03-24
Mlob Rule - Touch Press Games,3,iPad,https://www.commonsensemedia.org/app-reviews/mlob-rule-touch-press-games,9,2017-03-23
Kubik,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/kubik,6,2017-04-17
Wuu,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/wuu,13,2017-04-15
Wiseland,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/wiseland,8,2017-04-14
Build With Grandpa,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/build-with-grandpa,3,2017-04-14
Newsmeister: A Daily News Trivia Quiz,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/newsmeister-a-daily-news-trivia-quiz,13,2017-03-10
Fuzzy Numbers: Pre-K Number Foundation,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/fuzzy-numbers-pre-k-number-foundation,3,2017-05-05
Montessori Nature,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/montessori-nature,6,2017-05-05
ZooMoo,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/zoomoo,3,2017-05-05
RelationShapes,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/relationshapes,3,2017-05-05
Arkanoid vs Space Invaders,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/arkanoid-vs-space-invaders,6,2017-05-26
Rival Gears Racing,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/rival-gears-racing,10,2017-04-03
Gumballs & Dungeons,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/gumballs-dungeons,12,2017-03-31
Sailor Moon Drops,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sailor-moon-drops,6,2017-03-31
Call of Duty: Heroes,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/call-of-duty-heroes,12,2017-03-31
Power Rangers: Legacy Wars,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/power-rangers-legacy-wars,13,2017-03-28
MIXUP picture book,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mixup-picture-book,4,2017-04-28
Toca Life: Hospital,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/toca-life-hospital,4,2017-04-28
DiscoKat,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/discokat,15,2017-04-28
Animal World - Animal Sounds For Kids,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/animal-world-animal-sounds-for-kids,3,2017-04-28
LumiKids Snow Early Learning Play for Kids,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/lumikids-snow-early-learning-play-for-kids,3,2017-02-17
World Rescue,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/world-rescue,9,2017-03-23
Ghosts 'n' Goblins Mobile,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/ghosts-n-goblins-mobile,10,2017-03-20
Twisty Sky,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/twisty-sky,7,2017-03-20
Clarify* by Playbac-Explain the News to your Kids,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/clarify-by-playbac-explain-the-news-to-your-kids,10,2017-03-19
Gangstar New Orleans: Online Open World Game,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/gangstar-new-orleans-online-open-world-game,18,2017-04-14
Mother Gray and Little Blue,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/mother-gray-and-little-blue,3,2017-04-14
Galaxy on Fire 3 - Manticore,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/galaxy-on-fire-3-manticore,13,2017-04-14
Deep Town,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/deep-town,9,2017-04-13
Budge World - Kids Games Creativity and Learning,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/budge-world-kids-games-creativity-and-learning,5,2017-04-13
The Walking Dead: No Man's Land,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-walking-dead-no-mans-land,18,2017-03-09
Herdin': Morning Routine Saver for Parents,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/herdin-morning-routine-saver-for-parents,5,2017-03-08
ScreenPlay -- program your story,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/screenplay-program-your-story,9,2017-03-08
Airtime – Group Video Chat,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/airtime-group-video-chat,17,2017-03-07
Wolf of the Battlefield: Commando MOBILE,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/wolf-of-the-battlefield-commando-mobile,12,2017-03-28
Into the Badlands Blade Battle,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/into-the-badlands-blade-battle,12,2017-03-26
Read with Phonzy: Kids Reading Game,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/read-with-phonzy-kids-reading-game,5,2017-03-24
Pango Build Park,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pango-build-park,5,2017-03-24
Family Guy: Another Freakin' Mobile Game,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/family-guy-another-freakin-mobile-game,18,2017-04-28
Pocket Plants,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pocket-plants,4,2017-04-27
TinyTap - Educational Games,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/tinytap-educational-games,7,2017-04-27
Dawn of Titans,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dawn-of-titans,10,2017-04-24
CATS: Crash Arena Turbo Stars,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/cats-crash-arena-turbo-stars,8,2017-04-24
City of Love: Paris,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/city-of-love-paris,13,2017-02-17
Fire Emblem Heroes,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/fire-emblem-heroes,12,2017-02-14
Daniel Tiger for Parents,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/daniel-tiger-for-parents,3,2017-02-14
5 Minute Escapes - Guided meditation & relaxation,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/5-minute-escapes-guided-meditation-relaxation,10,2017-02-14
eBook Plaza,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/ebook-plaza,5,2017-02-13
Memrise: learn languages,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/memrise-learn-languages,10,2017-03-19
Miffy's World,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/miffys-world,5,2017-03-19
Reading Racer,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/reading-racer,6,2017-03-17
BOO! - Video Chat Messenger with Magical Effects,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/boo-video-chat-messenger-with-magical-effects,13,2017-03-17
Learning English for kids - Lingokids,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/learning-english-for-kids-lingokids,3,2017-03-17
Postknight,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/postknight,10,2017-04-11
Mammals by Tinybop,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mammals-by-tinybop,7,2017-04-11
Monkey,3,Android,https://www.commonsensemedia.org/app-reviews/monkey,17,2017-02-03
Street Music Academy - the rhythm in everything!,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/street-music-academy-the-rhythm-in-everything,9,2017-03-04
Little Kitten - My Favorite Cat,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/little-kitten-my-favorite-cat,4,2017-03-04
Fam — Group video calling for iMessage,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/fam-group-video-calling-for-imessage,13,2017-03-03
Little Tiger: Fire Truck Submarine Spaceship,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/little-tiger-fire-truck-submarine-spaceship,3,2017-03-03
Grom Social,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/grom-social,10,2017-03-03
Yu-Gi-Oh! Duel Links,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/yu-gi-oh-duel-links,9,2017-03-24
Ginkgo Dino: Dinosaurs World Game for Children,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/ginkgo-dino-dinosaurs-world-game-for-children,6,2017-03-24
Happy Snap,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/happy-snap,4,2017-03-24
Capti Voice Narrator,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/capti-voice-narrator,8,2017-02-12
Active Voice : Speech-To-Text,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/active-voice-speech-to-text,10,2017-02-12
Tongo Music - for kids and families,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tongo-music-for-kids-and-families,4,2017-02-10
1942 Mobile,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/1942-mobile,6,2017-03-16
Roxy and the Ballerina Robot,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/roxy-and-the-ballerina-robot,6,2017-01-20
Space Science Investigations: Plant Growth,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/space-science-investigations-plant-growth,10,2017-02-03
StoryBots - Learning Books Videos and Games Starring Your Child!,4,iPad,https://www.commonsensemedia.org/app-reviews/storybots-learning-books-videos-and-games-starring-your-child,4,2017-02-02
ExplorArt Klee - The Art of Paul Klee for Kids,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/explorart-klee-the-art-of-paul-klee-for-kids,8,2017-03-02
XooLoo Digital Coach for teens,3,Android,https://www.commonsensemedia.org/app-reviews/xooloo-digital-coach-for-teens,13,2017-02-24
Random App of Kindness,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/random-app-of-kindness,9,2017-02-24
Crafty Cut - all access,4,iPad,https://www.commonsensemedia.org/app-reviews/crafty-cut-all-access,8,2017-02-10
Yousician - Your personal music teacher,3,"iPhone, iPod Touch, iPad, Mac, Android",https://www.commonsensemedia.org/app-reviews/yousician-your-personal-music-teacher,9,2017-02-10
Super Speller: Create Your Own Spelling Tests,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/super-speller-create-your-own-spelling-tests,6,2017-02-10
LEGO Life - Create share & discover,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/lego-life-create-share-discover,9,2017-02-10
Barbie Sparkle Blast,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/barbie-sparkle-blast,4,2017-03-16
Pocoyo Playset - Number Party,3,"iPad, Android",https://www.commonsensemedia.org/app-reviews/pocoyo-playset-number-party,3,2017-03-13
Care for Our World,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/care-for-our-world,3,2017-03-12
Darwin Reader,3,Android,https://www.commonsensemedia.org/app-reviews/darwin-reader,10,2017-03-12
Brainfeed - Educational Videos for Kids,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/brainfeed-educational-videos-for-kids,11,2017-01-20
The College Fair,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-college-fair,15,2017-01-20
HallPass: For Teens,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/hallpass-for-teens,13,2017-01-19
Newsela: News and nonfiction at your reading level,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/newsela-news-and-nonfiction-at-your-reading-level,8,2017-01-18
Hot Wheels: Race Off,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/hot-wheels-race-off,6,2017-01-17
Desmos Graphing Calculator,5,"iPhone, iPod Touch, iPad, Android, Chromebook",https://www.commonsensemedia.org/app-reviews/desmos-graphing-calculator,13,2017-01-17
Dr. Panda Cafe,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/dr-panda-cafe,4,2017-02-02
Learn English With El Chavo,2,"iPad, Android",https://www.commonsensemedia.org/app-reviews/learn-english-with-el-chavo,7,2017-02-02
Kidjo - #1 Educational App for Kids,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/kidjo-1-educational-app-for-kids,5,2017-02-02
WWE Champions Free Puzzle RPG,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/wwe-champions-free-puzzle-rpg,13,2017-02-01
Habitica: Gamified Task Manager,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/habitica-gamified-task-manager,13,2017-01-28
More 4 Monkey: Pre-K Number Foundation,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/more-4-monkey-pre-k-number-foundation,3,2017-01-27
Guild of Dungeoneering: Ice Cream Headaches,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/guild-of-dungeoneering-ice-cream-headaches,13,2017-02-24
App Kids: Videos & Games,4,Android,https://www.commonsensemedia.org/app-reviews/app-kids-videos-games,3,2017-02-24
Pictoword Free,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pictoword-free,8,2017-02-24
Word Runners - Touch Press Games,4,iPad,https://www.commonsensemedia.org/app-reviews/word-runners-touch-press-games,9,2017-02-20
DreamyKid Meditation App Just for Kids,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dreamykid-meditation-app-just-for-kids,8,2017-02-20
Bully: Anniversary Edition,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/bully-anniversary-edition,14,2016-12-27
Bookout -- Reading made better,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bookout-reading-made-better,8,2017-02-09
Bear in Mind App: To Do list reminder tasks,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bear-in-mind-app-to-do-list-reminder-tasks,10,2017-02-09
Photomath,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/photomath,11,2017-02-09
Sword Art Online: Memory Defrag,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sword-art-online-memory-defrag,10,2017-02-06
Mysterium: The Board Game,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/mysterium-the-board-game,9,2017-02-06
Tap - Chat Stories & Funny Texts by Wattpad,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tap-chat-stories-funny-texts-by-wattpad,16,2017-03-11
The Walking Dead: Road to Survival,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-walking-dead-road-to-survival,18,2017-03-10
Nick Jr. Books – Read Interactive eBooks for Kids,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/nick-jr-books-read-interactive-ebooks-for-kids,4,2017-01-13
KidloLand: Nursery Rhymes Kids Games & Baby Songs,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/kidloland-nursery-rhymes-kids-games-baby-songs,2,2017-01-13
Final Fantasy Brave Exvius,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/final-fantasy-brave-exvius,12,2017-01-13
Go Read,4,Android,https://www.commonsensemedia.org/app-reviews/go-read,5,2017-01-27
Solar Family Planets Stars Games Solar System Kids,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/solar-family-planets-stars-games-solar-system-kids,5,2017-01-27
A Normal Lost Phone,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/a-normal-lost-phone,18,2017-01-27
Prodigy Math Game,3,"iPhone, iPod Touch, iPad, Android, Chromebook",https://www.commonsensemedia.org/app-reviews/prodigy-math-game,7,2017-01-27
Code Kingdom: Treasure,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/code-kingdom-treasure,7,2017-02-17
50 States - Best Educational Game,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/50-states-best-educational-game,11,2017-02-17
Sound Rebound,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sound-rebound,8,2016-12-22
Artie's World,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/arties-world,3,2016-12-21
Teach Your Monster to Read,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/teach-your-monster-to-read,4,2016-12-19
Sago Mini Puppy Preschool,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/sago-mini-puppy-preschool,3,2016-12-19
Dotopedia,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dotopedia,6,2016-12-19
Space by Tinybop,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/space-by-tinybop,7,2016-12-06
Little Farmers - Tractors and Harvesters for Kids,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/little-farmers-tractors-and-harvesters-for-kids,4,2017-02-05
The Tune Zoo,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-tune-zoo,9,2017-02-03
Angry Birds Blast,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/angry-birds-blast,5,2017-01-13
Beat Maker Go! - Make Music & Beats With Drum Pad,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/beat-maker-go-make-music-beats-with-drum-pad,13,2017-01-13
Don't Starve: Shipwrecked,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dont-starve-shipwrecked,10,2017-01-26
Busy Shapes 2,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/busy-shapes-2,2,2017-01-26
Bubble Witch 3 Saga,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/bubble-witch-3-saga,6,2017-01-24
Nicki Minaj: The Empire,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/nicki-minaj-the-empire,15,2016-12-16
Google Cardboard,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/google-cardboard,7,2016-12-16
InCell VR (Cardboard),3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/incell-vr-cardboard,10,2016-12-16
Yup - Math Tutoring App,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/yup-math-tutoring-app,13,2016-11-11
Fantastic Beasts: Cases from the Wizarding World,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/fantastic-beasts-cases-from-the-wizarding-world,12,2016-12-06
1600,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/1600,7,2016-12-06
Toca Life: Stable,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/toca-life-stable,4,2016-12-05
SnapType,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/snaptype,5,2016-12-04
brighten,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/brighten,14,2017-01-12
Crowntakers,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/crowntakers,12,2017-01-12
Deus Ex GO,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/deus-ex-go,15,2017-01-10
Star Wars: Force Arena,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/star-wars-force-arena,10,2017-01-24
Toontastic 3D,5,"iPhone, iPod Touch, iPad, Android, Chromebook",https://www.commonsensemedia.org/app-reviews/toontastic-3d,6,2017-01-20
Newsika: Daily News for Kids. READ. EXPLORE. LEARN.,3,iPad,https://www.commonsensemedia.org/app-reviews/newsika-daily-news-for-kids-read-explore-learn,8,2017-01-20
View-Master Discovery Underwater,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/view-master-discovery-underwater,7,2016-12-16
Gang Beasts Simulator,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/gang-beasts-simulator,12,2016-12-16
Learn to Read :  Mario Alphabet Apps Phonetic ABCD,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/learn-to-read-mario-alphabet-apps-phonetic-abcd,4,2016-11-11
Huvi,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/huvi,3,2016-11-11
Hype - Interactive Live Video,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/hype-interactive-live-video,17,2016-11-10
Me: A Kid's Diary,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/me-a-kids-diary,7,2016-11-09
Algebra Touch,4,"iPhone, iPod Touch, iPad, Windows app",https://www.commonsensemedia.org/app-reviews/algebra-touch,13,2016-12-03
DIY App - Creative Community for Kids,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/diy-app-creative-community-for-kids,8,2016-12-02
The Trail,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-trail,9,2016-11-30
Amazon Music,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/amazon-music,13,2016-10-23
Curious - the game of lifelong learning,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/curious-the-game-of-lifelong-learning,13,2017-01-10
MindMeister (mind mapping),3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/mindmeister-mind-mapping,11,2017-01-20
I Heart Casey Simpson,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/i-heart-casey-simpson,10,2016-12-15
Fix It Girls - House Makeover,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/fix-it-girls-house-makeover,9,2016-11-09
DREAMer's Roadmap,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dreamers-roadmap,16,2016-10-11
Tricky Test 2: Genius Brain,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tricky-test-2-genius-brain,10,2016-11-30
Octonauts,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/octonauts,3,2016-11-25
Calm Counter Social Story & Anger Management Tool,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/calm-counter-social-story-anger-management-tool,4,2016-10-23
News-2-You,5,iPad,https://www.commonsensemedia.org/app-reviews/news-2-you,8,2016-10-23
Bloom by Megalearn,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bloom-by-megalearn,6,2016-10-21
Live by Night: The Chase,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/live-by-night-the-chase,12,2017-01-09
Math 42,4,Android,https://www.commonsensemedia.org/app-reviews/math-42,13,2017-01-02
Dragon Anywhere,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dragon-anywhere,7,2017-01-02
Super Mario Run,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/super-mario-run,8,2016-12-30
Hyper - videos worth watching,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/hyper-videos-worth-watching,17,2016-12-15
StoryCorps,5,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/storycorps,13,2016-12-14
Toca Life: Farm,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/toca-life-farm,4,2016-11-07
Oyoty,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/oyoty,10,2016-11-07
How to Make Electricity,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/how-to-make-electricity,9,2016-10-11
Toca TV,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/toca-tv,6,2016-10-10
Asphalt Xtreme,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/asphalt-xtreme,12,2016-11-22
